timestamp,bufferLevel,qualityIndex,bitrateKbps,resolution,liveLatency,predictedKbps,rebuffer
2025-12-18T11:59:54.439Z,0,1,600,480x270,0.8735,,
2025-12-18T11:59:54.443Z,0,1,600,480x270,0.8735,,rebuffer happen
2025-12-18T11:59:54.897Z,0,1,600,480x270,1.3655,,
2025-12-18T11:59:54.965Z,0.5,0,200,320x180,1.4655,,
2025-12-18T11:59:55.152Z,0.87,0,200,320x180,1.575115,,
2025-12-18T11:59:55.261Z,0.853,1,600,480x270,1.6071929999999999,,
2025-12-18T11:59:55.672Z,0.683,1,600,480x270,1.7428030000000003,,
2025-12-18T11:59:56.022Z,0.977,1,600,480x270,1.75927,,
2025-12-18T11:59:56.100Z,1.276,0,200,320x180,1.80117,,
2025-12-18T11:59:56.322Z,1.531,0,200,320x180,1.808109,,
2025-12-18T11:59:56.396Z,1.541,1,600,480x270,1.8428790000000002,,
2025-12-18T11:59:57.194Z,0.851,1,600,480x270,1.9280709999999999,,
2025-12-18T11:59:57.556Z,1.098,1,600,480x270,1.9785500000000003,,
2025-12-18T11:59:58.689Z,0.289,1,600,480x270,1.9643620000000004,,rebuffer happen
2025-12-18T11:59:58.705Z,0.289,1,600,480x270,1.9486270000000006,,
2025-12-18T11:59:58.775Z,0.773,0,200,320x180,1.972423,,
2025-12-18T11:59:59.076Z,0.892,0,200,320x180,1.9874039999999997,,
2025-12-18T11:59:59.801Z,0.656,0,200,320x180,1.9551420000000004,,
2025-12-18T11:59:59.877Z,0.676,1,600,480x270,1.9708649999999999,,
2025-12-18T12:00:00.284Z,0.203,1,600,480x270,1.9776729999999993,,rebuffer happen
2025-12-18T12:00:00.314Z,0.203,1,600,480x270,1.9467359999999996,,
2025-12-18T12:00:00.387Z,0.672,0,200,320x180,1.9643880000000005,,
2025-12-18T12:00:00.665Z,0.789,0,200,320x180,1.9915600000000007,,
2025-12-18T12:00:00.743Z,0.815,1,600,480x270,1.9115320000000002,,
2025-12-18T12:00:01.232Z,0.413,1,600,480x270,1.9347690000000002,,
2025-12-18T12:00:01.303Z,0.762,0,200,320x180,1.9561010000000003,,
2025-12-18T12:00:01.496Z,1,0,200,320x180,1.9634340000000003,,
2025-12-18T12:00:01.573Z,0.993,1,600,480x270,1.9932789999999994,,
2025-12-18T12:00:02.056Z,0.6,1,600,480x270,2.0005429999999995,,
2025-12-18T12:00:02.568Z,0.569,1,600,480x270,1.988091999999999,,
2025-12-18T12:00:03.107Z,0.54,1,600,480x270,1.9472379999999996,,
2025-12-18T12:00:03.178Z,0.877,0,200,320x180,1.9792409999999991,,
2025-12-18T12:00:03.310Z,1.093,0,200,320x180,1.9374060000000002,,
2025-12-18T12:00:03.378Z,1.172,1,600,480x270,1.9774570000000002,,
2025-12-18T12:00:03.901Z,0.74,1,600,480x270,1.9482920000000004,,
2025-12-18T12:00:03.969Z,1.078,0,200,320x180,1.982213999999999,,
2025-12-18T12:00:04.122Z,1.373,0,200,320x180,1.9306010000000011,,
2025-12-18T12:00:04.198Z,1.365,1,600,480x270,1.9528730000000003,,
2025-12-18T12:00:04.722Z,0.953,1,600,480x270,1.9291900000000002,,
2025-12-18T12:00:05.238Z,0.928,1,600,480x270,1.9263209999999997,,
2025-12-18T12:00:05.315Z,1.256,0,200,320x180,1.943251,,
2025-12-18T12:00:05.491Z,1.452,0,200,320x180,1.9648219999999998,,
2025-12-18T12:00:05.566Z,1.497,1,600,480x270,1.9958690000000008,,
2025-12-18T12:00:06.052Z,1.119,1,600,480x270,2.013326000000001,,
2025-12-18T12:00:06.121Z,1.444,0,200,320x180,1.9506259999999997,,
2025-12-18T12:00:06.294Z,1.625,0,200,320x180,1.971349,,
2025-12-18T12:00:06.372Z,1.686,1,600,480x270,1.9891710000000007,,
2025-12-18T12:00:07.391Z,0.799,1,600,480x270,1.9642929999999996,,
2025-12-18T12:00:07.461Z,1.091,0,200,320x180,1.991918,,
2025-12-18T12:00:07.663Z,1.323,0,200,320x180,1.9902289999999994,,
2025-12-18T12:00:07.867Z,1.616,0,200,320x180,1.985398,,
2025-12-18T12:00:07.945Z,1.608,1,600,480x270,1.9158860000000004,,
2025-12-18T12:00:08.987Z,0.691,1,600,480x270,1.9692469999999993,,
2025-12-18T12:00:09.068Z,0.94,0,200,320x180,2.00558,,
2025-12-18T12:00:09.266Z,1.148,0,200,320x180,1.9899299999999993,,
2025-12-18T12:00:09.350Z,1.168,1,600,480x270,1.9042569999999994,,
2025-12-18T12:00:09.868Z,0.625,1,600,480x270,1.9845700000000015,,
2025-12-18T12:00:10.470Z,0.603,1,600,480x270,1.9784039999999994,,
2025-12-18T12:00:10.549Z,1.013,0,200,320x180,1.997037999999998,,
2025-12-18T12:00:10.828Z,1.091,0,200,320x180,1.9140270000000026,,
2025-12-18T12:00:10.907Z,1.149,1,600,480x270,1.942022999999999,,
2025-12-18T12:00:11.289Z,0.803,1,600,480x270,1.9666479999999993,,
2025-12-18T12:00:11.782Z,0.777,1,600,480x270,1.968004999999998,,
2025-12-18T12:00:11.869Z,1.182,0,200,320x180,1.9886780000000002,,
2025-12-18T12:00:12.066Z,1.425,0,200,320x180,1.9882489999999997,,
2025-12-18T12:00:12.136Z,1.42,1,600,480x270,1.917621999999998,,
2025-12-18T12:00:12.654Z,0.967,1,600,480x270,2.0012219999999985,,
2025-12-18T12:00:12.729Z,1.325,0,200,320x180,1.9249349999999978,,
2025-12-18T12:00:12.928Z,1.557,0,200,320x180,1.9259720000000016,,
2025-12-18T12:00:13.122Z,1.825,0,200,320x180,1.9386849999999995,,
2025-12-18T12:00:13.196Z,1.871,1,600,480x270,1.960530000000002,,
2025-12-18T12:00:14.209Z,0.884,1,600,480x270,1.9622350000000033,,
2025-12-18T12:00:14.288Z,1.29,0,200,320x180,1.976901999999999,,
2025-12-18T12:00:14.477Z,1.479,0,200,320x180,1.9829669999999986,,
2025-12-18T12:00:14.552Z,1.514,1,600,480x270,1.9061079999999997,,
2025-12-18T12:00:14.917Z,1.073,1,600,480x270,1.9445179999999986,,
2025-12-18T12:00:15.796Z,0.765,1,600,480x270,1.9464040000000011,,
2025-12-18T12:00:15.865Z,1.14,0,200,320x180,1.985074000000001,,
2025-12-18T12:00:16.018Z,1.407,0,200,320x180,1.9338550000000012,,
2025-12-18T12:00:16.097Z,1.467,1,600,480x270,1.962095999999999,,
2025-12-18T12:00:16.615Z,0.974,1,600,480x270,1.9427440000000011,,
2025-12-18T12:00:16.694Z,1.364,0,200,320x180,1.9503390000000032,,
2025-12-18T12:00:16.864Z,1.599,0,200,320x180,1.9800979999999981,,
2025-12-18T12:00:16.947Z,1.613,1,600,480x270,1.903853999999999,,
2025-12-18T12:00:17.868Z,0.649,1,600,480x270,1.9819870000000002,,
2025-12-18T12:00:17.939Z,1.11,0,200,320x180,1.917617,,
2025-12-18T12:00:18.112Z,1.37,0,200,320x180,1.9594389999999997,,
2025-12-18T12:00:18.190Z,1.384,1,600,480x270,1.9723579999999998,,
2025-12-18T12:00:18.787Z,0.854,1,600,480x270,1.9687280000000023,,
2025-12-18T12:00:18.861Z,1.192,0,200,320x180,1.9875900000000009,,
2025-12-18T12:00:19.050Z,1.4,0,200,320x180,1.9992600000000031,,
2025-12-18T12:00:19.122Z,1.429,1,600,480x270,1.927067000000001,,
2025-12-18T12:00:19.719Z,0.79,1,600,480x270,1.936757,,
2025-12-18T12:00:19.792Z,1.258,0,200,320x180,1.958238999999999,,
2025-12-18T12:00:19.943Z,1.545,0,200,320x180,1.9076950000000004,,
2025-12-18T12:00:20.022Z,1.523,1,600,480x270,1.9300790000000028,,
